SECTOR_NAME,DATE1,TOTAL_TRADED_VALUE,TTL_TRD_QNTY,DELIV_QTY,AVG_PRICE,Month,Growth_rate
Energy,2024-03-13,63362348360.28,142147590,56684907,445.75042292507385,3,34.17126491103002
Financial Services,2024-03-13,298114245811.74,1538201026,508874000,193.80707773090512,3,15.706853915279995
Industrials,2024-03-13,121591635877.54,279352876,114033482,435.2618008398096,3,62.825043347568375
Commodities,2024-03-14,96421726154.09,318014435,108075115,303.1992121806986,3,-5.998295971916212
Consumer Discretionary,2024-03-14,143093933885.21,293593888,127574902,487.3873051649154,3,-14.293140704205776
Energy,2024-03-14,73961541907.23999,149213779,56345423,495.6750134130709,3,16.727905169632763
Financial Services,2024-03-14,260259688098.71,1527169586,380803603,170.41963805760992,3,-12.698003616014796
Industrials,2024-03-14,116796925292.1,291311760,93264502,400.934467225422,3,-3.9432898084116097
Commodities,2024-03-15,106341365459.67,321845694,129955540,330.41102441988863,3,10.287763662027348
Consumer Discretionary,2024-03-15,191386942687.69,380483912,189811473,503.0092906732151,3,33.7491656642976
Energy,2024-03-15,123984860400.06,327140859,134147738,378.9953379075159,3,67.63422882064509
Financial Services,2024-03-15,444252248027.6701,1545694830,520074444,287.4126505473723,3,70.69575825326294
Industrials,2024-03-15,138818852399.26,354966045,140355864,391.0764264769607,3,18.854885993004423
Commodities,2024-03-18,95488837514.33,321289480,117529056,297.20499256412006,3,-10.20536824821553
Consumer Discretionary,2024-03-18,102380232284.31,195461308,90964955,523.7877170263795,3,-46.50615614285839
Energy,2024-03-18,41082022074.23,90613465,29493942,453.376571288053,3,-66.86529150279212
Financial Services,2024-03-18,157724772041.95,768624713,199617242,205.2038782702398,3,-64.4965731198447
Industrials,2024-03-18,72758003596.98,178880844,64184614,406.7400509189234,3,-47.58780789534329
Commodities,2024-03-19,72823572879.84,250371619,70694699,290.8619322377749,3,-23.73603577600223
Consumer Discretionary,2024-03-19,92673229589.32,169234889,73909888,547.6012076287651,3,-9.481325133189422
Energy,2024-03-19,49819036126.55,134608219,45394265,370.1039691086768,3,21.267244432451072
Financial Services,2024-03-19,188732219564.14,702499287,223944773,268.65823646613893,3,19.659212133109282
Industrials,2024-03-19,70148761727.27,156040933,56542442,449.5535907060361,3,-3.586192227267615
Commodities,2024-03-20,67477274095.49,232240588,72911640,290.5490150390508,3,-7.34143982906671
Consumer Discretionary,2024-03-20,128027885095.14,237380341,90749174,539.3365118434134,3,38.14980406153276
Energy,2024-03-20,39313280600.67,92856445,30587984,423.37697292492726,3,-21.087833773406118
Financial Services,2024-03-20,201886212179.05,727605073,203081200,277.4667462757643,3,6.969659258651184
Industrials,2024-03-20,72826604002.83,154509295,44504445,471.3412484525931,3,3.817376400699879
Commodities,2024-03-21,81739015354.11,299695221,97177525,272.7404697391221,3,21.13562151078836
Consumer Discretionary,2024-03-21,116474893902.03,216263055,102009114,538.5797121104666,3,-9.023808512125896
Energy,2024-03-21,48144650763.380005,103069575,42633347,467.10826898607087,3,22.4640885415182
Financial Services,2024-03-21,195631851561.96,666087116,230121564,293.7031010849938,3,-3.097963228684031
Industrials,2024-03-21,111040967275.92,285010385,90399498,389.6032324433371,3,52.4730815013769
Commodities,2024-03-22,79957731692.08,245695234,79260240,325.43460607819526,3,-2.179233080204257
Consumer Discretionary,2024-03-22,134909008741.7,241818836,104213652,557.8928878050674,3,15.826685238430361
Energy,2024-03-22,58221307833.65,103910843,41270289,560.3006014843899,3,20.929961917876348
Financial Services,2024-03-22,212096954031.59,835306560,257924470,253.91510636716416,3,8.416371024539027
Industrials,2024-03-22,85440000502.59,180819291,61100766,472.515957949365,3,-23.055424859291318
Commodities,2024-03-26,73305563029.26,201372080,82758388,364.0304208471204,3,-8.319606524654477
Consumer Discretionary,2024-03-26,122382773233.23,236535800,115620278,517.3964077878697,3,-9.28495111282971
Energy,2024-03-26,50586786792.71,113584715,46587387,445.3661462522488,3,-13.112932919255893
Financial Services,2024-03-26,239190129201.65,800418823,286647392,298.8312147697331,3,12.773957690134807
Industrials,2024-03-26,95339007296.1,204725566,67261544,465.6917509564976,3,11.585916122753215
Commodities,2024-03-27,93434838084.39,223114818,103510255,418.7746870509963,3,27.45940993195206
Consumer Discretionary,2024-03-27,150535498731.78,322400439,163980999,466.9208863322298,3,23.003830322506392
Energy,2024-03-27,64763571670.84,134958829,68649034,479.87650864131314,3,28.024679520014505
Financial Services,2024-03-27,334335528587.89,961590591,430448672,347.6900998378113,3,39.778146240318875
Industrials,2024-03-27,95122650873.68,188841575,79456984,503.71667824566697,3,-0.22693378980552792
Commodities,2024-03-28,90897718400.25,220973997,92289086,411.35029294985327,3,-2.71538939453021
Consumer Discretionary,2024-03-28,159313642116.48,297915927,130330838,534.7604061345804,3,5.83127797672538
Energy,2024-03-28,63103579623.73,100736807,47565682,626.4202877080469,3,-2.56315704073099
Financial Services,2024-03-28,278832788604.79,1010205498,397136771,276.0159087995678,3,-16.600909935454112
Industrials,2024-03-28,78666657878.09,151641050,64463914,518.7688813687982,3,-17.299762826672126
